Date,close,volume,roc_1260,dist_sma50,dist_sma200,dist_sma400,from_52w_high,from_52w_low,from_ath,drawdown_long,trend_ok,trend_slope_3y,vol_ratio_252_1260,hv_yz_270_ext,iv_atm_360_ext,iv_ts_ratio_30_360,news_mean_w126,news_std_w126,target_504d_logret_fwd
02-11-20,150.224,145147000,380.02556,-0.065782532,0.14358394,0.34733647,-0.14922199,0.79199695,-0.14922199,-0.3410378,1,0.000987968,1.2318144,0.4336,0.3985,1.1317440401505643,-0.242063492063492,1.6350988113728433,-0.48903543856370707
03-11-20,152.4205,97957600,385.14522,-0.05059339,0.15775686,0.36515475,-0.13678234,0.81819863,-0.13678234,-0.3410378,1,0.000987606,1.2321534,0.4337,0.3946,1.1084642676127725,-0.242063492063492,1.6350988113728433,-0.5346416607595328
04-11-20,162.058,136780820,418.32851,0.010100003,0.22780525,0.4491953,-0.082201362,0.93316275,-0.082201362,-0.3410378,1,0.000987768,1.2427336,0.4349,0.3872,1.0118801652892562,-0.242063492063492,1.6350988113728433,-0.5773145937063374
05-11-20,166.1,115785700,418.29316,0.036067564,0.2550119,0.48290047,-0.059309915,0.98137909,-0.059309915,-0.3410378,1,0.000988324,1.244768,0.4349,0.3874,0.9514713474445016,-0.242063492063492,1.6350988113728433,-0.6069087291319001
06-11-20,165.5685,92946600,405.05148,0.033323535,0.24757958,0.47572536,-0.06232001,0.97503892,-0.06232001,-0.3410378,1,0.0009889,1.2453049,0.4355,0.3782,0.9296668429402432,-0.242063492063492,1.6350988113728433,-0.6097975830532063
09-11-20,157.187,143808120,376.77935,-0.0174034,0.18149625,0.3989997,-0.10978776,0.87505741,-0.10978776,-0.3410378,1,0.000988926,1.2542748,0.4397999999999999,0.3728,0.9774678111587982,-0.242063492063492,1.6350988113728433,-0.6014622997485217
10-11-20,151.751,131819120,363.01545,-0.04891163,0.13810916,0.34883092,-0.14057399,0.81021227,-0.14057399,-0.3410378,1,0.000988645,1.2581262,0.4404999999999999,0.3741,1.0181769580326117,-0.2976190476190476,1.7413944551784002,-0.45135176769250995
11-11-20,156.8695,87338460,375.59271,-0.014597781,0.17368169,0.39232418,-0.11158589,0.87127,-0.11158589,-0.3410378,1,0.000988649,1.2608885,0.4397,0.37,0.95,-0.2976190476190476,1.7413944551784002,-0.4423751051436977
12-11-20,155.514,87424160,361.97995,-0.020521225,0.16084839,0.37835808,-0.11926263,0.85510047,-0.11926263,-0.3410378,1,0.000988498,1.2606184,0.439,0.3697999999999999,0.9756625202812332,-0.3452380952380952,1.8131620692432333,-0.4567807395393676
13-11-20,156.4405,75251740,370.07362,-0.013199207,0.1653285,0.38462814,-0.11401549,0.86615253,-0.11401549,-0.3410378,1,0.000988418,1.260854,0.4381,0.3619,0.9552362531085936,-0.3452380952380952,1.8131620692432333,-0.4581621401961692
16-11-20,156.553,76173520,387.43831,-0.011469699,0.16372443,0.38368544,-0.11337836,0.86749453,-0.11337836,-0.3410378,1,0.000988387,1.2621928,0.4403,0.3591,0.9083820662768032,-0.3452380952380952,1.8131620692432333,-0.4774472834842579
17-11-20,156.783,68894700,384.04007,-0.009928751,0.16308683,0.38377064,-0.11207578,0.87023816,-0.11207578,-0.3410378,1,0.00098825,1.2621529,0.4404,0.3621,0.9058271195802262,-0.3452380952380952,1.8131620692432333,-0.5025659872902413
18-11-20,155.273,58336720,382.739,-0.018453005,0.14961304,0.36860403,-0.1206275,0.85222562,-0.1206275,-0.3410378,1,0.000988081,1.262678,0.4393,0.36,0.9127777777777778,-0.3452380952380952,1.8131620692432333,-0.5004018220158869
19-11-20,155.851,60205400,369.75616,-0.01443731,0.15161849,0.37189501,-0.11735406,0.85912049,-0.11735406,-0.3410378,1,0.000987854,1.2637093,0.4382999999999999,0.3571999999999999,0.8992161254199329,-0.3452380952380952,1.8131620692432333,-0.5221243040587323
20-11-20,154.97,67602760,368.70416,-0.019904285,0.14295471,0.36234461,-0.12234351,0.84861119,-0.12234351,-0.3410378,1,0.000987507,1.263635,0.4346,0.356,0.8966292134831461,-0.3928571428571428,1.8809900538722792,-0.508483828107698
23-11-20,154.9195,94177740,363.51859,-0.020195287,0.14055396,0.36011292,-0.12262951,0.84800878,-0.12262951,-0.3410378,1,0.00098725,1.2637166,0.4335,0.3521,0.8770235728486224,-0.3928571428571428,1.8809900538722792,-0.49822882160997056
24-11-20,155.903,71417780,359.22031,-0.013737568,0.14575493,0.36699617,-0.11705956,0.85974079,-0.11705956,-0.3410378,1,0.000987185,1.2632272,0.4306,0.3457,0.8657795776684987,-0.3928571428571428,1.8809900538722792,-0.5122356130983815
25-11-20,159.2535,75808060,374.56902,0.006776834,0.16817818,0.39446885,-0.098084356,0.89970834,-0.098084356,-0.3410378,1,0.000987583,1.263966,0.4296999999999999,0.3465999999999999,0.8756491633006348,-0.3928571428571428,1.8809900538722792,-0.5277345463732631
27-11-20,159.767,47857340,373.14538,0.008832964,0.1697023,0.39702505,-0.095176202,0.9058338,-0.095176202,-0.3410378,1,0.000988074,1.263596,0.4284,0.3486,0.8674698795180722,-0.3452380952380952,1.964430009130123,-0.5473730984291441
30-11-20,158.402,81278320,370.55224,-0.001130461,0.15751981,0.38318963,-0.10290674,0.88955094,-0.10290674,-0.3410378,1,0.000988428,1.2633713,0.4271999999999999,0.3532,0.8878822197055491,-0.3452380952380952,1.964430009130123,-0.49517867533089427
01-12-20,161.004,89871080,384.36823,0.013618157,0.17425051,0.40388908,-0.088170581,0.92058976,-0.088170581,-0.3410378,1,0.000988637,1.2634394,0.4263,0.3545,0.8744710860366712,-0.3452380952380952,1.964430009130123,-0.5223029619096503
02-12-20,160.1765,62586080,371.75949,0.007935542,0.16601845,0.39478689,-0.092857042,0.91071865,-0.092857042,-0.3410378,1,0.000988903,1.263831,0.4254,0.3542,0.8788819875776396,-0.369047619047619,1.978233310173109,-0.5315995266794041
03-12-20,159.3365,57840780,371.40279,0.001472072,0.1577258,0.38560792,-0.097614294,0.90069843,-0.097614294,-0.3410378,1,0.000988956,1.2638188,0.4244,0.3522,0.8736513344690515,-0.369047619047619,1.978233310173109,-0.5600489275135745
04-12-20,158.129,58272220,374.68368,-0.007008568,0.14673045,0.373254,-0.10445285,0.88629437,-0.10445285,-0.3410378,1,0.000988642,1.2636482,0.4136999999999999,0.3505,0.8582025677603423,-0.3214285714285714,2.057182814867665,-0.5832374597911166
07-12-20,157.9,55026320,369.49334,-0.008837914,0.14269003,0.36942158,-0.10574976,0.88356267,-0.10574976,-0.3410378,1,0.000988355,1.263726,0.4031,0.3482,0.9012062033314188,-0.3214285714285714,2.057182814867665,-0.5794114488214159
08-12-20,158.8645,65726060,374.34274,-0.002803883,0.14716993,0.37588104,-0.10028742,0.89506802,-0.10028742,-0.3410378,1,0.000988202,1.2637398,0.3964999999999999,0.3506,0.9121505989731888,-0.2817460317460317,2.1105329498317538,-0.5643606205942057
09-12-20,155.21,82016720,358.2995,-0.025494425,0.11850975,0.34246576,-0.1209843,0.85147411,-0.1209843,-0.3410378,1,0.000987844,1.2655787,0.3959,0.3524,0.948637911,-0.2817460317460317,2.1105329498317538,-0.5551319439305408
10-12-20,155.0745,60603720,366.5368,-0.026056304,0.11508801,0.33944185,-0.12175169,0.84985775,-0.12175169,-0.3410378,1,0.00098747,1.2661159,0.3953,0.3503,0.9377676277476448,-0.2817460317460317,2.1105329498317538,-0.5380034622782286
11-12-20,155.821,61293900,370.53086,-0.020723118,0.11797847,0.34403761,-0.11752396,0.85876262,-0.11752396,-0.3410378,1,0.000987181,1.2660783,0.3776,0.3535999999999999,0.9338235294117648,-0.2817460317460317,2.1105329498317538,-0.5216073819773546
14-12-20,157.8485,83115880,393.16098,-0.008180313,0.13008675,0.3596409,-0.10604143,0.88294833,-0.10604143,-0.3410378,1,0.000986966,1.2680737,0.3619,0.3525999999999999,0.94015882,-0.2579365079365079,2.1304054750286974,-0.544422805037471
15-12-20,158.256,66473720,381.08708,-0.005406862,0.1304626,0.36130773,-0.10373359,0.88780933,-0.10373359,-0.3410378,1,0.000986742,1.2689878,0.3582,0.3528,0.921201814,-0.2579365079365079,2.1304054750286974,-0.5817765543916906
16-12-20,162.048,88552320,392.0685,0.017523088,0.15494047,0.39187299,-0.082257996,0.93304346,-0.082257996,-0.3410378,1,0.00098683,1.2698461,0.3576,0.3554,0.9181204276871132,-0.2579365079365079,2.1304054750286974,-0.6121479490939681
17-12-20,161.804,69486940,378.87299,0.015733371,0.15051179,0.38772539,-0.083639865,0.93013283,-0.083639865,-0.3410378,1,0.000986917,1.2705658,0.3568,0.354,0.8822033898305086,-0.2579365079365079,2.1304054750286974,-0.644676089362618
18-12-20,160.0825,119914260,377.39506,0.004856543,0.1356455,0.37098521,-0.093389401,0.90959734,-0.093389401,-0.3410378,1,0.000986965,1.2711838,0.3550999999999999,0.3591,0.8952937900306323,-0.2579365079365079,2.1304054750286974,-0.6308052512901862
21-12-20,160.309,76736920,382.75665,0.006786857,0.1344244,0.37094883,-0.092106642,0.91229922,-0.092106642,-0.3410378,1,0.000986973,1.2712227,0.3535,0.3588,0.890746934,-0.2579365079365079,2.1304054750286974,-0.6138422629626865
22-12-20,160.326,47635620,382.53901,0.008390803,0.13191202,0.36905841,-0.092010364,0.91250201,-0.092010364,-0.3410378,1,0.000986867,1.2712351,0.353,0.3578,0.8775852431525992,-0.2579365079365079,2.1304054750286974,-0.648895573720702
23-12-20,159.2635,41875740,380.32421,0.003338487,0.1217094,0.35801123,-0.098027722,0.89982763,-0.098027722,-0.3410378,1,0.000986638,1.2714239,0.3521,0.3560999999999999,0.8382476832350464,-0.2817460317460317,2.1441097162185208,-0.6249719470661588
24-12-20,158.6345,29038340,378.03074,0.00057997,0.11434381,0.35072408,-0.10159,0.89232439,-0.10159,-0.3410378,1,0.000986282,1.2642,0.3511999999999999,0.3549,0.859678783,-0.2817460317460317,2.1441097162185208,-0.647280394500569
28-12-20,164.198,112414560,395.47519,0.036028879,0.15039687,0.39591933,-0.070081694,0.95869045,-0.070081694,-0.3410378,1,0.000986336,1.267176,0.3525999999999999,0.3550999999999999,0.9816952970994088,-0.2817460317460317,2.1441097162185208,-0.6965513041749296
29-12-20,166.1,97458660,392.00237,0.047703961,0.16040382,0.40983325,-0.059309915,0.98137909,-0.059309915,-0.3410378,1,0.00098653,1.2668913,0.3525999999999999,0.3540999999999999,0.9793843547020616,-0.2817460317460317,2.1441097162185208,-0.6796326532768244
30-12-20,164.2925,64186200,373.48589,0.03578906,0.14482106,0.39225978,-0.069546504,0.95981773,-0.069546504,-0.3410378,1,0.000986616,1.2683713,0.3518,0.3524,0.9787173666288308,-0.2817460317460317,2.1441097162185208,-0.6708315769534938
31-12-20,162.8465,59144120,372.6559,0.026414366,0.13193133,0.37772313,-0.077735774,0.94256864,-0.077735774,-0.3410378,1,0.000986432,1.2662531,0.351,0.3475,1.0057553956834535,-0.246031746031746,2.110767963518867,-0.6405559597571947
04-01-21,159.3315,88228980,371.47169,0.004248778,0.10499171,0.34591141,-0.097642611,0.90063879,-0.097642611,-0.3410378,1,0.000986165,1.2676859,0.3533,0.3535999999999999,1.1397058823529411,-0.246031746031746,2.110767963518867,-0.6266899770809916
05-01-21,160.9255,53110960,405.26853,0.014026445,0.11339705,0.35725526,-0.088615158,0.91965335,-0.088615158,-0.3410378,1,0.000986108,1.2722337,0.3527,0.3508,1.1074686431014824,-0.2857142857142857,2.152359881902766,-0.6606561781803205
06-01-21,156.919,87896300,395.17664,-0.010807869,0.08336198,0.32153593,-0.11130555,0.87186048,-0.11130555,-0.3410378,1,0.000985807,1.2745123,0.3534,0.3525,1.144680851,-0.2857142857142857,2.152359881902766,-0.600452652233598
07-01-21,158.108,70290900,399.82771,-0.003030546,0.089273222,0.32964838,-0.10457178,0.88604386,-0.10457178,-0.3410378,1,0.000985726,1.2741852,0.3529,0.3495,1.0978540772532188,-0.2857142857142857,2.152359881902766,-0.5932408318241654
08-01-21,159.135,70754880,423.52206,0.004101461,0.093905255,0.33642784,-0.098755469,0.89829477,-0.098755469,-0.3410378,1,0.000985838,1.2765656,0.3515,0.3488,1.103211009174312,-0.2857142857142857,2.152359881902766,-0.5713887169090623
11-01-21,155.7105,73381900,413.00717,-0.017205073,0.068237838,0.30595426,-0.11814977,0.85744449,-0.11814977,-0.3410378,1,0.000985745,1.2776999,0.3485,0.3549,1.1682163989856298,-0.2857142857142857,2.152359881902766,-0.49317470239437794
12-01-21,156.0415,68370980,405.20122,-0.014555004,0.068272017,0.30699633,-0.11627518,0.86139293,-0.11627518,-0.3410378,1,0.000985663,1.2780421,0.347,0.3519,1.1503267973856208,-0.2777777777777778,2.155240526807869,-0.4934070317933283
13-01-21,158.2945,66424880,412.37113,-0.001145095,0.081471485,0.32407129,-0.10351555,0.88826859,-0.10351555,-0.3410378,1,0.000985891,1.2776521,0.3464,0.3492,1.1091065292096218,-0.2777777777777778,2.155240526807869,-0.4782660027364211
14-01-21,156.3735,61418380,437.54147,-0.014031996,0.066202395,0.30628495,-0.11439494,0.8653533,-0.11439494,-0.3410378,1,0.000986199,1.2834481,0.3456,0.3509,1.1367911085779423,-0.3253968253968254,2.2140581324703685,-0.4873784872003639
15-01-21,155.2125,84879900,423.48229,-0.021696791,0.056132242,0.29493914,-0.12097014,0.85150393,-0.12097014,-0.3410378,1,0.000986401,1.2839913,0.345,0.3527,1.0881769208959455,-0.373015873015873,2.2703545873120787,-0.48608783416521006
19-01-21,156.038,66102840,447.32891,-0.01574674,0.059582862,0.3001729,-0.11629501,0.86135118,-0.11629501,-0.3410378,1,0.000986555,1.2860033,0.3434,0.3468,1.079296424452134,-0.373015873015873,2.2703545873120787,-0.5102148480405003
20-01-21,163.169,106196700,468.05807,0.029614746,0.10545998,0.35767582,-0.075909329,0.94641568,-0.075909329,-0.3410378,1,0.000987139,1.2905364,0.3436999999999999,0.346,1.0982658959537572,-0.3968253968253968,2.282018617258354,-0.5175014910080866
21-01-21,165.3495,98901020,478.37767,0.043402784,0.11775381,0.37383459,-0.063560294,0.9724265,-0.063560294,-0.3410378,1,0.000987847,1.2908248,0.3432,0.3481,1.0827348463085318,-0.3968253968253968,2.282018617258354,-0.528003930361493
22-01-21,164.6115,56438280,472.54182,0.037773384,0.11036187,0.36574402,-0.06773988,0.96362303,-0.06773988,-0.3410378,1,0.000988745,1.290934,0.3425,0.3511999999999999,1.0933940774487474,-0.3333333333333333,2.346899339114592,-0.5359121705845683
25-01-21,164.7,74995160,452.33241,0.036638793,0.10862008,0.36452525,-0.06723867,0.96467873,-0.06723867,-0.3410378,1,0.000989898,1.2918048,0.3429999999999999,0.3547999999999999,1.1226042841037205,-0.3571428571428571,2.378689400763816,-0.5275607082058374
26-01-21,166.3065,59104700,457.57967,0.045508259,0.11702131,0.37577209,-0.058140424,0.9838424,-0.058140424,-0.3410378,1,0.00099109,1.2901548,0.3346,0.3555,1.1274261603375528,-0.3253968253968254,2.3564479762455663,-0.5164928645513179
27-01-21,161.629,93203160,437.64324,0.015321888,0.08366863,0.33523452,-0.084630959,0.92804528,-0.084630959,-0.3410378,1,0.000992115,1.2924817,0.3347,0.3789,1.218791237793613,-0.2777777777777778,2.3012725564758103,-0.45798059480311265
28-01-21,161.881,62984560,455.00471,0.0162103,0.083624876,0.33547755,-0.083203783,0.93105135,-0.083203783,-0.3410378,1,0.000993314,1.2939106,0.3345,0.3672999999999999,1.148652327797441,-0.2777777777777778,2.3012725564758103,-0.47620638118529307
29-01-21,160.31,85871120,404.63524,0.005873862,0.071497493,0.32072953,-0.092100978,0.91231115,-0.092100978,-0.3410378,1,0.000994505,1.3045135,0.3338,0.3702,1.1620745542949755,-0.2777777777777778,2.3012725564758103,-0.44111911237360457
01-02-21,167.144,83204240,469.48552,0.047392335,0.11543319,0.37502036,-0.05339733,0.99383279,-0.05339733,-0.3410378,1,0.000996259,1.2976657,0.3354,0.3636999999999999,1.10943084960132,-0.2777777777777778,2.3012725564758103,-0.4634678141712409
02-02-21,169.0,123674320,488.02039,0.057203994,0.12593132,0.38822508,-0.042886067,1.0159727,-0.042886067,-0.3410378,1,0.000998201,1.2985433,0.3358,0.3564,1.0300224466891132,-0.2777777777777778,2.3012725564758103,-0.4033076737306427
03-02-21,165.6265,141775620,499.98732,0.034834931,0.1017697,0.3585979,-0.061991533,0.97573079,-0.061991533,-0.3410378,1,0.000999457,1.3007556,0.3356,0.3511999999999999,0.8895216400911163,-0.2777777777777778,2.3012725564758103,-0.4712270077046476
04-02-21,166.55,73413220,527.22428,0.039101343,0.10606822,0.36423149,-0.056761387,0.98674707,-0.056761387,-0.3410378,1,0.001001045,1.3030076,0.3352,0.3479,0.8459327392929004,-0.2777777777777778,2.3012725564758103,-0.48855960073703675
05-02-21,167.6075,72416160,525.0979,0.044046123,0.11126707,0.37092869,-0.050772346,0.99936181,-0.050772346,-0.3410378,1,0.001002378,1.3031162,0.3354,0.3433,0.8138654238275562,-0.2777777777777778,2.3012725564758103,-0.49557427288265254
08-02-21,166.147,65147820,561.76886,0.033629364,0.099900052,0.35713078,-0.059043736,0.98193975,-0.059043736,-0.3410378,1,0.001003987,1.3096168,0.3361,0.3458,0.8331405436668594,-0.3055555555555556,2.3188087238293784,-0.5072028776343318
09-02-21,165.25,43587100,577.11535,0.02728251,0.092344255,0.34803164,-0.064123802,0.97123958,-0.064123802,-0.3410378,1,0.001005325,1.3085386,0.3358,0.3443,0.8350275922160906,-0.3134920634920635,2.3160363368110346,-0.5200460143329634
10-02-21,164.329,62503480,581.76406,0.020977985,0.08462408,0.33876367,-0.06933979,0.96025313,-0.06933979,-0.3410378,1,0.001006076,1.308825,0.3352,0.3422,0.8381063705435418,-0.3134920634920635,2.3160363368110346,-0.5208905686716772
11-02-21,163.1065,46028340,565.0893,0.012790519,0.0748737,0.32711328,-0.076263291,0.94567013,-0.076263291,-0.3410378,1,0.00100664,1.3094217,0.3344,0.341,0.8249266862170087,-0.3134920634920635,2.3160363368110346,-0.4938437882534679
12-02-21,163.8855,46706780,550.57163,0.017263603,0.078399436,0.33174941,-0.071851506,0.95496269,-0.071851506,-0.3410378,1,0.001007588,1.3102467,0.3343,0.3389,0.8002360578341694,-0.3134920634920635,2.3160363368110346,-0.49700233629001433
16-02-21,163.4475,51494420,544.66159,0.014133055,0.074112656,0.32649373,-0.074332073,0.94973786,-0.074332073,-0.3410378,1,0.001008697,1.3100066,0.3357,0.3389,0.8436116848627914,-0.3134920634920635,2.3160363368110346,-0.4797884160541744
17-02-21,165.432,65236020,534.93379,0.02567034,0.08533062,0.34080852,-0.063093064,0.97341063,-0.063093064,-0.3410378,1,0.001010177,1.3110455,0.3350999999999999,0.3402,0.8580246913580245,-0.3611111111111111,2.37015076280982,-0.5220633135289902
18-02-21,166.4115,60672140,523.14735,0.030684657,0.089947159,0.34690465,-0.057545767,0.98509492,-0.057545767,-0.3410378,1,0.001011774,1.3118032,0.3346,0.3377,0.8400947586615338,-0.3849206349206349,2.3814450548473167,-0.537692925109612
19-02-21,162.495,86103680,519.02857,0.005854937,0.062673316,0.31349706,-0.079726458,0.93837565,-0.079726458,-0.3410378,1,0.001013004,1.3138417,0.3339999999999999,0.3375999999999999,0.838270142,-0.3849206349206349,2.3814450548473167,-0.5412011948499107
22-02-21,159.037,69225320,494.64199,-0.015571338,0.038650373,0.28399449,-0.099310482,0.89712575,-0.099310482,-0.3410378,1,0.001014127,1.3122528,0.3332,0.3407,0.8955092456706781,-0.3849206349206349,2.3814450548473167,-0.5069785841564771
23-02-21,159.725,93544440,470.95621,-0.011864982,0.041737187,0.28798928,-0.095414065,0.90533278,-0.095414065,-0.3410378,1,0.001015378,1.3065166,0.3346,0.3373,0.8888230062259117,-0.3611111111111111,2.37015076280982,-0.5109821550334308
24-02-21,157.9765,60225500,471.40558,-0.02303283,0.029024769,0.27240363,-0.10531651,0.88447522,-0.10531651,-0.3410378,1,0.001016509,1.3054544,0.3342,0.3375,0.8888888888888888,-0.3611111111111111,2.37015076280982,-0.5244848514930855
