Date,close,volume,logret_1,roc_5,rsi_14,macd_hist,atr_14_pct,vol_z_21,bb_width_20_2,vol_ratio_21_252,dist_sma20,sma_slope_20,dist_sma50,dist_sma200,dist_sma400,from_52w_high,from_52w_low,hv_yz_30_ext,iv_atm_30_ext,iv_skew_30_ext,pc_ratio_oi_30_ext,pc_ratio_vol_30_ext,iv_minus_hv30,iv_ts_ratio_30_360,news_sent_mean,news_mean_w3,news_std_w3,target_1d_logret_fwd
30-09-20,157.4365,97922020,0.001223463,4.9625649,50.182746,0.25578391,3.4215468,-0.39302835,17.397377,1.2310453,0.001558768,-0.7280025,-0.009902204,0.27495811,0.46819961,-0.10837475,0.87803365,0.4711999999999999,0.4747,1.97,0.86,0.93,0.0035,1.221564590838909,0.0,0.0,0.0,0.022773390426928015
01-10-20,161.063,99438440,0.02277339,6.671656,54.305781,0.63547252,3.2725183,-0.40642884,13.558106,1.2463081,0.029709237,-0.7613225,0.012131972,0.3005032,0.49935356,-0.087836441,0.92129356,0.4747999999999999,0.4943,1.98,1.07,0.4,0.0195,1.2320538384845463,0.0,0.0,0.0,-0.030338304176198053
02-10-20,156.25,112261960,-0.030338304,0.96506447,48.561423,0.54778468,3.356965,-0.040886875,11.640788,1.2588928,0.002833607,-0.769975,-0.018966809,0.25825149,0.45212812,-0.11509437,0.86388009,0.4803,0.5178,1.71,1.14,0.44,0.0375,1.2712987969555611,0.0,0.0,0.0,0.02346649536210672
05-10-20,159.96,75506640,0.023466495,0.79236307,52.713587,0.71442053,3.2179854,-1.1887701,10.720502,1.2126563,0.028219139,-0.6377975,0.003128348,0.28446793,0.4839694,-0.094083167,0.90813606,0.4235,0.5174,1.25,1.21,0.53,0.0939,1.2756410256410255,0.0,0.0,0.0,-0.031511570368424884
06-10-20,154.998,101737140,-0.03151157,-1.4283534,47.223137,0.47667112,3.3354053,-0.16809509,10.6722,1.2257677,-0.002877219,-0.43385,-0.028261651,0.24136465,0.43548259,-0.12218494,0.84894519,0.4186999999999999,0.5390999999999999,2.0,1.13,0.5,0.1203999999999999,1.3216474626133854,0.0,0.0,0.0,0.030413818772234997
07-10-20,159.7845,86188780,0.030413819,1.4913949,52.376093,0.61896414,3.2279883,-0.74220387,9.9514191,1.1861347,0.029121886,-0.266935,0.000521223,0.27609875,0.47711872,-0.095077093,0.90604255,0.4117,0.5175,1.25,1.1,0.75,0.1057999999999999,1.260043827611395,-7.0,-2.333333333333333,3.2998316455372203,-0.0016097112259748072
08-10-20,159.5275,63482280,-0.001609711,-0.95335366,52.082057,0.66872604,3.1327758,-1.506109,10.047785,1.1280224,0.027211254,-0.13209,-0.002069208,0.27050112,0.47215726,-0.096532586,0.90297684,0.361,0.5046,1.05,1.12,0.8,0.1436,1.2094918504314478,0.0,-2.333333333333333,3.2998316455372203,0.029675493211355267
09-10-20,164.3325,98157420,0.029675493,5.1728,56.948391,0.97940346,3.0378873,-0.1401861,11.226196,1.1252644,0.055255932,0.017165,0.026481162,0.30487842,0.51368154,-0.069319968,0.96029488,0.3540999999999999,0.4761999999999999,0.55,1.17,1.29,0.1220999999999999,1.1625976562499998,-8.0,-5.0,3.559026084010436,0.04645404410345191
12-10-20,172.1465,167283960,0.046454044,7.6184671,63.449174,1.6271266,3.1276753,2.1238188,14.415483,1.1749937,0.099433012,0.2729225,0.073424609,0.36266712,0.58246459,-0.025066191,1.0535068,0.3540999999999999,0.5054,-1.81,1.47,2.49,0.1513,1.2169516012521069,0.0,-2.6666666666666665,3.771236166328253,0.0002032945338196171
13-10-20,172.1815,114893940,0.000203295,11.086272,63.475777,1.9520025,3.0450648,0.30284483,16.757366,1.1724678,0.094631771,0.5342625,0.071426527,0.35871245,0.57959652,-0.024867972,1.0539243,0.3485,0.5145000000000001,-1.42,1.96,3.19,0.166,1.2391618497109829,0.0,-2.6666666666666665,3.771236166328253,-0.023481616078811798
15-10-20,166.9325,104468960,-0.007477998,4.6418329,56.689416,1.5172026,3.1353333,-0.13824762,17.574228,1.1657434,0.050979916,0.7647725,0.036451657,0.30952178,0.52575943,-0.054595138,0.99130985,0.3569,0.5302,2.73,2.48,1.52,0.1733,1.242850445382091,0.0,0.0,0.0,-0.019948145798359167
16-10-20,163.6355,129487060,-0.019948146,-0.42414008,52.661921,1.0426035,3.4931122,0.73831609,16.445313,1.1577056,0.02509497,0.7642975,0.015680354,0.28020663,0.49304769,-0.073267355,0.95198048,0.3888,0.54,-4.0,1.95,1.5,0.1512,1.243666513127591,0.0,0.0,0.0,-0.020216987540200154
19-10-20,160.3605,104472520,-0.020216988,-6.8464941,48.942334,0.46905849,3.6133266,-0.019692013,14.973341,1.161182,0.000711716,0.751965,-0.004892987,0.25132401,0.46081674,-0.091814977,0.91291356,0.3818999999999999,0.5453,2.59,1.21,1.71,0.1634,1.2608092485549134,0.0,0.0,0.0,0.0030509564123912766
20-10-20,160.8505,90193560,0.003050956,-6.5808464,49.516866,0.10276673,3.5092938,-0.56166507,14.79594,1.1618417,0.002393023,0.632375,-0.002278594,0.2519381,0.46295198,-0.089039913,0.91875869,0.3767,0.5428999999999999,1.53,1.02,0.8,0.1661999999999999,1.273217636022514,0.0,0.0,0.0,-0.010018906196094208
21-10-20,159.247,91854720,-0.010018906,-5.3146674,47.628118,-0.24825761,3.4571212,-0.41983562,13.524599,1.0484043,-0.010453044,0.50251,-0.012863208,0.23638291,0.44603325,-0.098121168,0.8996308,0.3679,0.5236,1.14,0.7,0.26,0.1556999999999999,1.257746817199135,0.0,0.0,0.0,-0.002684970503212245
22-10-20,158.82,84240100,-0.002684971,-4.8597487,47.112768,-0.49566405,3.3915396,-0.6976627,12.332165,0.9582493,-0.015501573,0.4065,-0.015596492,0.23000125,0.43986435,-0.10053944,0.89453719,0.3564,0.5011,0.41,0.65,0.44,0.1447,1.2266829865361075,0.0,0.0,0.0,0.008776385319905804
23-10-20,160.22,69333740,0.008776385,-2.087261,49.058987,-0.54743074,3.267394,-1.2337595,11.759314,0.95938892,-0.008502177,0.3549125,-0.007185912,0.23772035,0.45022199,-0.092610684,0.91123756,0.3544,0.5003,0.76,0.57,0.57,0.1458999999999999,1.2211374176226506,-4.0,-1.3333333333333333,1.8856180831641245,0.0008235279903434547
26-10-20,160.352,118023020,0.000823528,-0.005300557,49.248623,-0.55353362,3.3203398,0.8084892,11.662425,0.93505074,-0.008191518,0.308445,-0.006731225,0.23558095,0.4490537,-0.091863116,0.91281216,0.3544,0.5326,0.01,0.46,0.79,0.1781999999999999,1.254652532391048,0.0,-1.3333333333333333,1.8856180831641245,0.02442304727345876
27-10-20,164.3165,85820940,0.024423047,2.1547959,54.702724,-0.28485259,3.1927063,-0.56748881,11.436542,0.93172038,0.014111584,0.255725,0.017171322,0.26273574,0.48234644,-0.069410582,0.96010402,0.349,0.5017,1.17,0.46,0.76,0.1527,1.198805256869773,0.0,-1.3333333333333333,1.8856180831641245,-0.038320052938798504
28-10-20,158.139,111766600,-0.038320053,-0.69577449,46.345013,-0.50461653,3.3601932,0.47208934,11.354067,0.99628917,-0.024225601,0.19249,-0.020161297,0.21225088,0.42439757,-0.10439621,0.88641366,0.3494,0.5367000000000001,2.24,0.44,1.26,0.1873,1.2481395348837212,0.0,0.0,0.0,0.015134141713311504
29-10-20,160.5505,131930580,0.015134142,1.0895983,49.583276,-0.46972789,3.2834612,1.2402321,11.372977,1.0057195,-0.009189118,0.127995,-0.004914486,0.22756323,0.44384783,-0.090738932,0.91518004,0.3553,0.4926,2.03,0.62,0.27,0.1372999999999999,1.1686832740213524,0.0,0.0,0.0,-0.055995263969622976
30-10-20,151.8075,167921620,-0.055995264,-5.2505929,40.127413,-0.98784039,3.6762476,2.2533842,12.294064,1.1006928,-0.061859087,0.02915,-0.057577436,0.15815054,0.363348,-0.140254,0.81088625,0.363,0.4715999999999999,4.83,0.7,0.67,0.1085999999999999,1.1383055756698044,6.0,2.0,2.8284271247461885,-0.01048575733947127
02-11-20,150.224,145147000,-0.010485757,-6.3161046,38.688323,-1.3662489,3.7577172,1.3069019,13.814934,1.0701372,-0.068843584,-0.16466,-0.065782532,0.14358394,0.34733647,-0.14922199,0.79199695,0.3635,0.451,3.81,1.0,1.37,0.0875,1.1317440401505643,0.0,2.0,2.828427124746189,0.014515635125794464
03-11-20,152.4205,97957600,0.014515635,-7.2396868,41.805944,-1.3929122,3.659093,-0.38168839,14.253089,1.0534869,-0.054473371,-0.2435775,-0.05059339,0.15775686,0.36515475,-0.13678234,0.81819863,0.3616,0.4374,3.7,1.29,0.72,0.0758,1.1084642676127725,0.0,2.0,2.828427124746189,0.061311147206209574
04-11-20,162.058,136780820,0.061311147,2.4781996,53.079496,-0.71966866,3.628582,0.92858434,14.226484,1.1529632,0.00460356,-0.2063925,0.010100003,0.22780525,0.4491953,-0.082201362,0.93316275,0.3822,0.3918,3.17,1.37,0.64,0.0096,1.0118801652892562,0.0,0.0,0.0,0.024635720771053724
05-11-20,166.1,115785700,0.024635721,3.4565448,56.854634,0.001518905,3.5575512,0.14606858,14.385407,1.1396934,0.027566752,-0.036195,0.036067564,0.2550119,0.48290047,-0.059309915,0.98137909,0.3846,0.3686,3.58,1.36,1.08,-0.016,0.9514713474445016,0.0,0.0,0.0,-0.0032050101530167255
06-11-20,165.5685,92946600,-0.00320501,9.0647695,56.214151,0.42307747,3.5081812,-0.77056769,14.46579,1.1402653,0.023887208,0.119275,0.033323535,0.24757958,0.47572536,-0.06232001,0.97503892,0.3911,0.3515999999999999,3.95,1.45,0.94,-0.0395,0.9296668429402432,0.0,0.0,0.0,-0.05194882709174606
09-11-20,157.187,143808120,-0.051948827,4.6350783,47.186713,0.13280264,3.8840442,1.0673042,13.431226,1.1953598,-0.02342741,-0.0097325,-0.0174034,0.18149625,0.3989997,-0.10978776,0.87505741,0.4236,0.3644,1.07,1.5,2.59,-0.0592,0.9774678111587982,0.0,0.0,0.0,-0.03519515967075933
10-11-20,151.751,131819120,-0.03519516,-0.43924538,42.427761,-0.40074664,4.0282447,0.7505914,12.778715,1.1315452,-0.0511785,-0.3444325,-0.04891163,0.13810916,0.34883092,-0.14057399,0.81021227,0.4221,0.3809,2.5,1.85,1.35,-0.0412,1.0181769580326117,-7.0,-2.333333333333333,3.2998316455372203,0.03317322980675724
12-11-20,155.514,87424160,-0.00867849,-6.3732691,46.537885,-0.43634344,3.8176319,-0.9195418,11.380472,1.1689092,-0.020690074,-0.7399775,-0.020521225,0.16084839,0.37835808,-0.11926263,0.85510047,0.4124,0.3608,2.25,1.95,1.04,-0.0516,0.9756625202812332,-6.0,-4.333333333333333,3.0912061651652327,0.005939986274753187
13-11-20,156.4405,75251740,0.005939986,-5.513126,47.533439,-0.38189629,3.6525531,-1.2848166,11.117545,1.1714501,-0.012618829,-0.6172725,-0.013199207,0.1653285,0.38462814,-0.11401549,0.86615253,0.4096,0.3457,2.25,1.81,0.84,-0.0639,0.9552362531085936,0.0,-2.0,2.8284271247461885,0.0007188647997144628
16-11-20,156.553,76173520,0.000718865,-0.40334124,47.660888,-0.31465255,3.5489437,-1.1322753,11.118662,1.1613009,-0.0107201,-0.4304375,-0.011469699,0.16372443,0.38368544,-0.11337836,0.86749453,0.3785,0.3262,3.25,1.22,0.78,-0.0523,0.9083820662768032,0.0,-2.0,2.828427124746189,0.0014680728758184425
17-11-20,156.783,68894700,0.001468073,3.3159584,47.939323,-0.23469745,3.4231669,-1.2792469,11.054411,1.1489169,-0.007991815,-0.3198975,-0.009928751,0.16308683,0.38377064,-0.11207578,0.87023816,0.3736,0.3279999999999999,3.29,1.1,0.98,-0.0456,0.9058271195802262,0.0,0.0,0.0,-0.009677825682381354
18-11-20,155.273,58336720,-0.009677826,-1.0177249,46.201569,-0.26147431,3.2898401,-1.509851,11.147212,1.1502056,-0.016309267,-0.229815,-0.018453005,0.14961304,0.36860403,-0.1206275,0.85222562,0.3657999999999999,0.3286,3.3,0.93,0.49,-0.0372,0.9127777777777778,0.0,0.0,0.0,0.0037155646299285973
19-11-20,155.851,60205400,0.003715565,0.21670075,46.993633,-0.21989778,3.1445344,-1.3359919,11.195105,1.1485249,-0.011718057,-0.1883875,-0.01443731,0.15161849,0.37189501,-0.11735406,0.85912049,0.3636,0.3212,2.3,1.03,0.36,-0.0424,0.8992161254199329,0.0,0.0,0.0,-0.005668872819568017
20-11-20,154.97,67602760,-0.005668873,-0.93997398,45.884735,-0.23026695,3.0168266,-1.0529669,11.209642,1.1492433,-0.015666165,-0.19732,-0.019904285,0.14295471,0.36234461,-0.12234351,0.84861119,0.3611,0.3192,2.74,0.98,0.5,-0.0419,0.8966292134831461,-6.0,-2.0,2.828427124746189,-0.0003259226301441863
23-11-20,154.9195,94177740,-0.000325923,-1.0434166,45.817995,-0.21912571,2.9735047,-0.26949311,11.176379,1.145479,-0.014286278,-0.21735,-0.020195287,0.14055396,0.36011292,-0.12262951,0.84800878,0.3635,0.3087999999999999,2.39,1.13,1.54,-0.0547,0.8770235728486224,0.0,-2.0,2.828427124746189,0.006328391814039397
24-11-20,155.903,71417780,0.006328392,-0.56128534,47.421951,-0.12859932,2.8536335,-0.91029234,10.406465,1.1482196,-0.00536623,-0.2740625,-0.013737568,0.14575493,0.36699617,-0.11705956,0.85974079,0.3566,0.2993,0.49,1.56,0.77,-0.0573,0.8657795776684987,0.0,-2.0,2.828427124746189,0.02126325324959886
25-11-20,159.2535,75808060,0.021263253,2.5635494,52.572865,0.15828812,2.7733278,-0.75031594,10.469632,1.1415367,0.015648293,-0.249045,0.006776834,0.16817818,0.39446885,-0.098084356,0.89970834,0.3465999999999999,0.3035,-0.03,1.33,0.86,-0.0431,0.8756491633006348,0.0,0.0,0.0,0.003219231638526808
27-11-20,159.767,47857340,0.003219232,2.5126563,53.327533,0.37180026,2.6365216,-1.4443324,10.389634,1.0876344,0.019177801,-0.171645,0.008832964,0.1697023,0.39702505,-0.095176202,0.9058338,0.3453,0.3024,0.83,1.12,0.62,-0.0429,0.8674698795180722,6.0,2.0,2.8284271247461903,-0.00858039830802324
30-11-20,158.402,81278320,-0.008580398,2.2146222,51.004198,0.40740065,2.7011649,-0.39839403,9.985328,1.0814719,0.008349333,-0.013225,-0.001130461,0.15751981,0.38318963,-0.10290674,0.88955094,0.3361,0.3136,0.58,0.81,0.49,-0.0225,0.8878822197055491,0.0,2.0,2.8284271247461903,0.01629310383309378
01-12-20,161.004,89871080,0.016293104,3.9275236,55.026515,0.58185928,2.6712553,-0.031032741,9.3223705,0.95441158,0.021408443,0.20611,0.013618157,0.17425051,0.40388908,-0.088170581,0.92058976,0.3339,0.31,0.12,0.76,0.34,-0.0239,0.8744710860366712,0.0,2.0,2.8284271247461903,-0.005152877157801933
02-12-20,160.1765,62586080,-0.005152877,2.7411275,53.521668,0.61401731,2.6242371,-0.92324533,8.8827035,0.94934296,0.013664968,0.3303425,0.007935542,0.16601845,0.39478689,-0.092857042,0.91071865,0.3227,0.3112999999999999,0.35,0.91,0.31,-0.0114,0.8788819875776396,-3.0,-1.0,1.4142135623730927,-0.005258014135693981
03-12-20,159.3365,57840780,-0.005258014,0.052118164,51.96802,0.55310111,2.5557253,-1.0081104,8.6161394,0.94569705,0.00921817,0.31677,0.001472072,0.1577258,0.38560792,-0.097614294,0.90069843,0.3172,0.3077,0.22,1.02,1.07,-0.0095,0.8736513344690515,0.0,-1.0,1.4142135623730927,-0.007607162498316213
04-12-20,158.129,58272220,-0.007607163,-1.025243,49.733104,0.41232749,2.4803954,-0.92921499,7.1985782,0.76426204,0.00410474,0.1036075,-0.007008568,0.14673045,0.373254,-0.10445285,0.88629437,0.2885,0.3007999999999999,0.5,1.2,1.09,0.0122999999999999,0.8582025677603423,6.0,1.0,3.741657386773941,-0.0014492343429263037
07-12-20,157.9,55026320,-0.001449234,-0.31691519,49.300086,0.29038618,2.3949343,-0.97149905,5.4756482,0.72416845,0.005097736,-0.1595125,-0.008837914,0.14269003,0.36942158,-0.10574976,0.88356267,0.2683,0.3137999999999999,0.25,1.35,0.34,0.0454999999999999,0.9012062033314188,0.0,2.0,2.8284271247461903,0.006089716370846618
08-12-20,158.8645,65726060,0.006089716,-1.328849,51.226269,0.2621455,2.3544915,-0.47229972,5.5598372,0.72813895,0.010697561,-0.2450325,-0.002803883,0.14716993,0.37588104,-0.10028742,0.89506802,0.2667,0.3198,-0.81,0.97,0.59,0.0531,0.9121505989731888,5.0,3.6666666666666665,2.624669291337271,-0.023272598969349828
09-12-20,155.21,82016720,-0.023272599,-3.1006421,44.350802,-0.001256295,2.4432504,0.43407644,4.7302161,0.5921951,-0.013637709,-0.134985,-0.025494425,0.11850975,0.34246576,-0.1209843,0.85147411,0.228,0.3343,0.23,0.97,0.74,0.1062999999999999,0.948637911,0.0,1.6666666666666667,2.357022603955158,-0.0008733920554423605
10-12-20,155.0745,60603720,-0.000873392,-2.6748422,44.114382,-0.17366734,2.4229459,-0.77668451,4.8944331,0.49400703,-0.0139364,-0.0175875,-0.026056304,0.11508801,0.33944185,-0.12175169,0.84985775,0.2187,0.3285,0.16,0.98,0.34,0.1098,0.9377676277476448,0.0,1.6666666666666667,2.357022603955158,0.004802265935872241
11-12-20,155.821,61293900,0.004802266,-1.4595678,45.827695,-0.22332607,2.3441882,-0.64950134,4.8612576,0.39248674,-0.009286371,0.044805,-0.020723118,0.11797847,0.34403761,-0.11752396,0.85876262,0.2152,0.3302,1.85,0.91,0.91,0.115,0.9338235294117648,0.0,0.0,0.0,0.012927799722897123
14-12-20,157.8485,83115880,0.0129278,-0.032615579,50.285635,-0.1111834,2.3163299,1.1380003,4.8429264,0.40128064,0.003155505,0.02635,-0.008180313,0.13008675,0.3596409,-0.10604143,0.88294833,0.2135,0.3314999999999999,1.13,0.79,0.56,0.1179999999999999,0.94015882,3.0,1.0,1.414213562373094,0.0025782627310647287
15-12-20,158.256,66473720,0.002578263,-0.38303082,51.155642,-0.006636662,2.2762527,-0.19052333,4.8414369,0.39869257,0.005201283,0.024805,-0.005406862,0.1304626,0.36130773,-0.10373359,0.88780933,0.214,0.325,1.15,0.8,0.44,0.111,0.921201814,0.0,1.0,1.414213562373094,0.023678612644116644
16-12-20,162.048,88552320,0.023678613,4.405644,58.443577,0.30367459,2.2478342,1.4963991,5.4421325,0.44926789,0.027568894,0.102385,0.017523088,0.15494047,0.39187299,-0.082257996,0.93304346,0.2080999999999999,0.3263,0.91,0.77,0.37,0.1182,0.9181204276871132,0.0,1.0,1.414213562373094,-0.0015068614439280805
17-12-20,161.804,69486940,-0.001506861,4.3395271,57.845488,0.4684278,2.1842526,0.006228566,5.6849276,0.45019472,0.023901465,0.18391,0.015733371,0.15051179,0.38772539,-0.083639865,0.93013283,0.2024,0.3123,1.62,0.8,0.31,0.1099,0.8822033898305086,0.0,0.0,0.0,-0.010696418852738193
18-12-20,160.0825,119914260,-0.010696419,2.7348689,53.672183,0.43795318,2.2236617,2.8607998,5.6376671,0.45217794,0.011653296,0.236285,0.004856543,0.1356455,0.37098521,-0.093389401,0.90959734,0.2079,0.3215,2.23,0.8,0.41,0.1136,0.8952937900306323,0.0,0.0,0.0,0.0014138954231495053
21-12-20,160.309,76736920,0.001413895,1.5587731,54.140976,0.41002968,2.1977352,0.21991636,5.4023918,0.4517196,0.011378473,0.2674775,0.006786857,0.1344244,0.37094883,-0.092106642,0.91229922,0.2134,0.3196,1.27,0.82,0.5,0.1061999999999999,0.890746934,0.0,0.0,0.0,0.00010603957781231052
22-12-20,160.326,47635620,0.00010604,1.3080073,54.178454,0.37086464,2.1339189,-1.417955,5.059039,0.44706978,0.009763612,0.2629325,0.008390803,0.13191202,0.36905841,-0.092010364,0.91250201,0.2108,0.314,1.54,0.86,0.49,0.1032,0.8775852431525992,0.0,0.0,0.0,-0.006649179116112112
23-12-20,159.2635,41875740,-0.006649179,-1.718318,51.353666,0.25697026,2.0529297,-1.5676075,4.7773333,0.45288203,0.002011403,0.2371025,0.003338487,0.1217094,0.35801123,-0.098027722,0.89982763,0.2042,0.2985,1.95,0.84,0.92,0.0943,0.8382476832350464,-3.0,-1.0,1.4142135623730925,-0.003957249311637419
24-12-20,158.6345,29038340,-0.003957249,-1.9588514,49.701568,0.12928679,1.9881453,-1.9488321,4.7776204,0.45523655,-0.001751589,0.178705,0.00057997,0.11434381,0.35072408,-0.10159,0.89232439,0.2023,0.3051,1.48,0.91,0.33,0.1028,0.859678783,0.0,-1.0,1.4142135623730925,0.03447020275803439
28-12-20,164.198,112414560,0.034470203,2.5708619,61.499644,0.39455018,2.0691916,1.9496991,5.5718727,0.51563435,0.031819644,0.1394975,0.036028879,0.15039687,0.39591933,-0.070081694,0.95869045,0.217,0.3486,0.71,1.04,0.66,0.1316,0.9816952970994088,0.0,-1.0,1.4142135623730925,0.01151699994306731
29-12-20,166.1,97458660,0.011517,3.6123986,64.560166,0.65763185,2.0486701,1.1524739,6.7119194,0.52363308,0.041253315,0.167765,0.047703961,0.16040382,0.40983325,-0.059309915,0.98137909,0.2178999999999999,0.3468,0.59,1.1,0.8,0.1289,0.9793843547020616,0.0,0.0,0.0,-0.010941640822441786
30-12-20,164.2925,64186200,-0.010941641,2.4740217,59.703037,0.6673244,2.0528906,-0.30456558,7.1584888,0.52774626,0.028861896,0.20863,0.03578906,0.14482106,0.39225978,-0.069546504,0.95981773,0.2078,0.3449,0.92,1.2,1.22,0.1371,0.9787173666288308,0.0,0.0,0.0,-0.008840336476234232
31-12-20,162.8465,59144120,-0.008840337,2.2497308,56.068818,0.53923857,2.0211053,-0.47183791,7.3555301,0.51800408,0.018954621,0.2358075,0.026414366,0.13193133,0.37772313,-0.077735774,0.94256864,0.2003,0.3495,0.06,1.21,1.2,0.1492,1.0057553956834535,0.0,0.0,0.0,-0.021821101839575197
04-01-21,159.3315,88228980,-0.021821102,0.43937479,48.362221,0.19824262,2.2050115,0.78724738,7.3556445,0.55350513,-0.003037694,0.1663075,0.004248778,0.10499171,0.34591141,-0.097642611,0.90063879,0.2194,0.4029999999999999,1.16,1.29,1.94,0.1835999999999999,1.1397058823529411,0.0,0.0,0.0,0.009954587490294623
05-01-21,160.9255,53110960,0.009954588,-1.9930206,51.610407,0.067266903,2.1566595,-0.77569885,7.3063012,0.55890774,0.00605601,0.100825,0.014026445,0.11339705,0.35725526,-0.088615158,0.91965335,0.2178999999999999,0.3885,1.71,1.85,0.76,0.1706,1.1074686431014824,-5.0,-1.6666666666666667,2.3570226039551563,-0.025211776324220253
06-01-21,156.919,87896300,-0.025211776,-5.5273931,44.10133,-0.28277037,2.2525496,0.70991763,7.4137273,0.59997573,-0.018690464,0.0587625,-0.010807869,0.08336198,0.32153593,-0.11130555,0.87186048,0.2392999999999999,0.4035,1.51,1.85,0.92,0.1642,1.144680851,0.0,-1.6666666666666667,2.3570226039551563,0.007548595173687909
07-01-21,158.108,70290900,0.007548595,-3.7643228,46.585109,-0.4195525,2.2344093,-0.10529104,7.4601343,0.60416893,-0.011020991,0.0196175,-0.003030546,0.089273222,0.32964838,-0.10457178,0.88604386,0.2398,0.3837,0.87,1.8,0.58,0.1438999999999999,1.0978540772532188,0.0,-1.6666666666666667,2.3570226039551563,0.006474554758584298
08-01-21,159.135,70754880,0.006474555,-2.2791402,48.705217,-0.4248823,2.1701313,-0.09539856,6.9760343,0.60447973,-0.005817438,0.0411525,0.004101461,0.093905255,0.33642784,-0.098755469,0.89829477,0.2380999999999999,0.3848,1.6,1.52,1.0,0.1467,1.103211009174312,0.0,0.0,0.0,-0.021754384633613608
11-01-21,155.7105,73381900,-0.021754385,-2.2726203,42.629258,-0.63065686,2.2261872,0.041944829,6.8398756,0.5987612,-0.027404938,0.0440775,-0.017205073,0.068237838,0.30595426,-0.11814977,0.85744449,0.24,0.4146,2.1,1.61,1.04,0.1746,1.1682163989856298,0.0,0.0,0.0,0.002123483566285415
